"","ID","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","comment","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res","prev","x_new","y_new","cor"
"387",603,"126",23,24,"co","Zella","Eisenach","Thüringen",NA,NA,"j","j",NA,"detected","","",517934.2735815,5635944.39356702,"detected","",999,999,"false detected"
"1041",604,"126",24,1,"c","Urnshausen","Eisenach","Thüringen","j","j","j","j",NA,"not detected","Urnshausen","Dermbach",999,999,"not detected","",999,999,""
"388",605,"126",24,6,"bo","Bernshausen","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",537951.842931813,5611709.43942623,"detected","",537951.8429,5611709.439,""
"957",606,"126",24,9,"bl","Helmers","Meiningen","Thüringen","j",NA,NA,NA,NA,"detected","","",591327.52639294,5619987.3115237,"detected","",591327.5264,5619987.312,""
"940",607,"126",24,13,"a","Rosa","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",588259.372695969,5618555.37893978,"detected","",588259.3727,5618555.379,""
"958",608,"126",24,14,"d","Zillbach","Meiningen","Thüringen","j","j",NA,NA,NA,"detected","","",591801.066322271,5617949.03588059,"detected","",591801.0663,5617949.036,""
"389",609,"126",25,2,"bl","Maar","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",527374.898267939,5612066.02851019,"detected","",527374.8983,5612066.029,""
"390",610,"126",25,6,"b","Heblos","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",525495.666100929,5610421.91112641,"detected","",525495.6661,5610421.911,""
"1042",611,"126",25,6,"co","Sickendorf ","Lauterbach","Hessen","j","j",NA,"j",NA,"not detected","Sickendorf","Lauterbach",999,999,"not detected","",999,999,""
"1043",612,"126",25,7,"d","Lauterbach","Lauterbach","Hessen",NA,"j",NA,NA,NA,"not detected","Lauterbach","Vogelsbergkreis",999,999,"not detected","",999,999,""
"1044",613,"126",25,12,"d","Blitzenrod ","Lauterbach","Hessen","j","j","j","j",NA,"not detected","Blitzenrod","Lauterbach",999,999,"not detected","",999,999,""
"391",614,"126",25,14,"a","Angersbach","Lauterbach","Hessen","j","j","j","j",NA,"detected","","",531481.707802746,5608519.57935278,"detected","",531481.7078,5608519.579,""
"392",615,"126",25,20,"al","Landenhausen","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",533787.158652475,5606387.76534992,"detected","",533787.1587,5606387.765,""
"393",616,"126",26,5,"ar","Michelsrombach","Hünfeld","Hessen-Nassau",NA,"j",NA,NA,NA,"detected","","",546932.699323248,5612160.32154548,"detected","",546932.6993,5612160.322,""
"394",617,"126",26,11,"al","Bad Salzschlirf","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",535912.172659681,5608136.61500399,"detected","",535912.1727,5608136.615,""
"395",618,"126",26,13,"ao","Hartershausen","Lauterbach","Hessen","j","j","j","j",NA,"detected","","",541279.768892621,5609221.43247842,"detected","",541279.7689,5609221.432,""
"1045",619,"126",26,22,"c","Großenlüder ","Fulda","Hessen-Nassau",NA,NA,"j","j",NA,"not detected","Großenlüder","Fulda",999,999,"not detected","",999,999,""
"396",620,"126",27,10,"c","Silges","Hünfeld","Hessen-Nassau",NA,"j",NA,NA,NA,"detected","","",557456.986135112,5609696.32084133,"detected","",557456.9861,5609696.321,""
"1183",621,"126",27,12,"cd","Marbach","Fulda","Hessen-Nassau",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",551232.038,5607663.428,"found"
"397",622,"126",28,4,"bu","Neuswarts","Fulda","Hessen-Nassau",NA,"j",NA,"j",NA,"detected","","",568574.68211196,5612432.39934124,"detected","",568574.6821,5612432.399,""
"1046",623,"126",28,6,"bo","Mittelaschenbach","Hünfeld","Hessen-Nassau",NA,NA,NA,"j",NA,"not detected","Mittelaschenbach","Nüsttal",999,999,"not detected","",999,999,""
"763",624,"126",28,8,"b","Ketten","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",565710.199121766,5610860.94362051,"detected","",565710.1991,5610860.944,""
"398",625,"126",28,21,"c","Hofbieber","Fulda","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",559332.292117356,5603967.75236186,"detected","",559332.2921,5603967.752,""
"399",626,"126",28,25,"al","Neuschwambach","Fulda","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",569412.460079056,5605214.59636474,"detected","",569412.4601,5605214.596,""
"1184",627,"126",29,5,"cl","Fischbach","Eisenach","Thüringen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",595724.2915,5647251.187,"found"
"400",628,"126",29,6,"b","Tann","Fulda","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",549280.100280077,5641173.82361109,"detected","",549280.1003,5641173.824,""
"1047",629,"126",29,9,"a","Klings ","Eisenach","Thüringen","j","j","j","j",NA,"not detected","Klings","Kaltennordheim",999,999,"not detected","",999,999,""
"1185",630,"126",29,11,"ab","Wendershausen","Fulda","Hessen-Nassau",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",571912.7556,5609240.841,"found"
"764",631,"126",29,17,"b","Unterweid","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",575092.252834615,5607027.75378573,"detected","",575092.2528,5607027.754,""
"791",632,"126",29,19,"ac","Kaltenwestheim","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",579019.39498841,5607063.20675321,"detected","",579019.395,5607063.207,""
"817",633,"126",29,19,"do","Mittelsdorf","Eisenach","Thüringen","j",NA,NA,NA,NA,"detected","","",580064.052840895,5606778.76115657,"detected","",580064.0528,5606778.761,""
"846",634,"126",29,20,"co","Kaltensundheim","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",581949.499445731,5606596.56325653,"detected","",581949.4994,5606596.563,""
"1186",635,"126",29,21,"bu","Simmershausen","Fulda","Hessen-Nassau",NA,"j",NA,NA,NA,"multiple entires detected","","",999,999,"multiple entires detected","",572955.0221,5604995.735,"found"
"847",636,"126",29,24,"du","Reichenhausen","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",580048.82245731,5604064.81659458,"detected","",580048.8225,5604064.817,""
"925",637,"126",30,3,"al","Friedelshausen","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",587456.40247043,5612513.55254354,"detected","",587456.4025,5612513.553,""
"401",638,"126",30,4,"ao","Schwarzbach","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",563706.9766799,5606376.66291258,"detected","",563706.9767,5606376.663,""
"916",639,"126",30,17,"d","Oberkatz","Meiningen","Thüringen","j",NA,NA,NA,NA,"detected","","",586613.86840183,5606593.65100917,"detected","",586613.8684,5606593.651,""
"953",640,"126",30,24,"b","Stepfershausen","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",592147.018624937,5605497.82457004,"detected","",592147.0186,5605497.825,""
"402",641,"126",31,2,"a","Rixfeld","Lauterbach","Hessen",NA,"j","j","j",NA,"detected","","",527308.963490439,5603002.96548974,"detected","",527308.9635,5603002.965,""
"403",642,"126",31,3,"c","Schadges","Lauterbach","Hessen","j","j","j","j",NA,"detected","","",529559.563645349,5601925.40573284,"detected","",529559.5636,5601925.406,""
"404",643,"126",31,6,"a","Herbstein","Lauterbach","Hessen",NA,"j","j","j",NA,"detected","","",524676.402832032,5601199.65393556,"detected","",524676.4028,5601199.654,""
"1187",644,"126",31,9,"ao","Stockhausen","Lauterbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",531560.3062,5601325.451,"found"
"405",645,"126",31,15,"ad","Hainzell","Fulda","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",534927.302260779,5598800.29040379,"detected","",534927.3023,5598800.29,""
"406",646,"126",31,21,"du","Vaitshain","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",525348.012843622,5594108.48609342,"detected","",525348.0128,5594108.486,""
"407",647,"126",31,23,"ao","Heisters","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",529516.470888899,5595720.31993478,"detected","",529516.4709,5595720.32,""
"1048",648,"126",31,23,"b","Zahmen","Lauterbach","Hessen","j","j","j","j",NA,"not detected","Zahmen","Grebenhain",999,999,"not detected","",999,999,""
"408",649,"126",31,25,"cl","Hosenfeld","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",533996.538528083,5594791.04405719,"detected","",533996.5385,5594791.044,""
"409",650,"126",32,6,"cu","Kleinlüder","Fulda","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",536594.114213169,5599601.1424816,"detected","",536594.1142,5599601.142,""
"410",651,"126",32,10,"bl","Horas","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",546608.669230084,5601682.03823727,"detected","",546608.6692,5601682.038,""
"411",652,"126",32,20,"ad","Johannesberg","Fulda","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",546799.145419942,5596990.98878724,"detected","",546799.1454,5596990.989,""
"412",653,"126",33,7,"a","Petersberg","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",550467.815955099,5601050.46856903,"detected","",550467.816,5601050.469,""
"1049",654,"126",33,12,"ar","Bachrain ","Fulda","Hessen-Nassau","j","j","j","j",NA,"not detected","Künzell-Bachrain","Künzell",999,999,"not detected","",999,999,""
"413",655,"126",33,24,"do","Dietershausen","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",556424.633536199,5595172.67864295,"detected","",556424.6335,5595172.679,""
"1050",656,"126",34,11,"d","Wolferts ","Fulda","Hessen-Nassau",NA,NA,"j",NA,NA,"not detected","Wolferts","Dipperz",999,999,"not detected","",999,999,""
"414",657,"126",34,16,"c","Dörmbach","Fulda","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",565288.18114843,5601580.70074789,"detected","",565288.1811,5601580.701,""
"415",658,"126",34,18,"b","Dietges","Fulda","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",565937.32085246,5597829.91776021,"detected","",565937.3209,5597829.918,""
"416",659,"126",35,1,"cl","Hilders","Fulda","Hessen-Nassau","j","j",NA,"j",NA,"detected","","",570925.943083155,5602699.18105156,"detected","",570925.9431,5602699.181,""
"417",660,"126",35,11,"au","Thaiden","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",571903.544918181,5599576.27363583,"detected","",571903.5449,5599576.274,""
"737",661,"126",35,17,"a","Birx","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",574221.790839775,5598007.01660555,"detected","",574221.7908,5598007.017,""
"875",662,"126",35,20,"c","Fladungen","BA. Mellrichststadt","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,"detected","","",581203.704402007,5597142.58312809,"detected","",581203.7044,5597142.583,""
"418",663,"126",35,21,"c","Wüstensachsen","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",571245.553426962,5594785.21058903,"detected","",571245.5534,5594785.211,""
"1188",664,"126",35,24,"dl","Hausen","BA. Mellrichststadt","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",580009.9591,5595444.933,"found"
"941",665,"126",36,23,"c","Willmars","BA. Mellrichststadt","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,"detected","","",587989.713796716,5595005.03845737,"detected","",587989.7138,5595005.038,""
"1051",666,"138",2,6,"au","Oberbieber ","Neuwied","Rheinprovinz","j","j","j",NA,NA,"not detected","Oberbieber","Neuwied",999,999,"not detected","",999,999,""
"1052",667,"138",2,8,"ab","Isenburg ","Neuwied","Rheinprovinz","j",NA,"j","j",NA,"not detected","Isenburg","Neuwied",999,999,"not detected","",999,999,""
"1053",668,"138",2,11,"bl","Gladbach ","Neuwied","Rheinprovinz","j","j","j","j",NA,"not detected","Gladbach","Neuwied",999,999,"not detected","",999,999,""
"876",669,"138",2,13,"bd","Stromberg","Unterwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",411927.125523651,5533093.20791927,"detected","",411927.1255,5533093.208,""
"975",670,"138",2,15,"c","Grenzau","Unterwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",404884.318029,5589690.08611163,"detected","",404884.318,5589690.086,""
"1054",671,"138",2,17,"a","Heimbach-Weis ","Neuwied","Rheinprovinz",NA,NA,"j","j",NA,"not detected","Heimbach-Weis","Neuwied",999,999,"not detected","",999,999,""
"1055",672,"138",2,22,"ac","Engers ","Neuwied","Rheinprovinz","j","j","j","j",NA,"not detected","Engers","Neuwied",999,999,"not detected","",999,999,""
"942",673,"138",3,4,"cu","Siershahn","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",413375.177983437,5593024.94572598,"detected","",413375.178,5593024.946,""
"419",674,"138",3,12,"ad","Baumbach","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",546869.42107104,5652761.89193469,"detected","",999,999,"false detected"
"926",675,"138",3,20,"al","Eschelbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",415787.557231047,5589004.25101143,"detected","",415787.5572,5589004.251,""
"931",676,"138",3,24,"bl","Horressen","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",414638.550076922,5586898.46459388,"detected","",414638.5501,5586898.465,""
"818",677,"138",4,13,"b","Steinefrenz","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",424070.432966756,5590179.71797924,"detected","",424070.433,5590179.718,""
"765",678,"138",4,15,"co","Hundsangen","Unterwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",427750.064511904,5589816.62780908,"detected","",427750.0645,5589816.628,""
"1056",679,"138",4,17,"br","Kleinholbach ","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Kleinholbach","Girod",999,999,"not detected","",999,999,""
"738",680,"138",4,24,"br","Niedererbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",427307.833495527,5586575.34851837,"detected","",427307.8335,5586575.349,""
"420",681,"138",5,1,"c","Thalheim","Limburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",429876.390660587,5593279.92657494,"detected","",429876.3907,5593279.927,""
"421",682,"138",5,5,"cr","Heckholzhausen","Oberlahnkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",440190.828128138,5593152.72645039,"detected","",440190.8281,5593152.726,""
"1189",683,"138",5,8,"bd","Steinbach","Limburg","Hessen-Nassau","j","j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",436348.7087,5591663.085,"found"
"1249",684,"138",5,14,"ad","Obertiefenbach","Oberlahnkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",437904.0981,5589954.191,"found"
"422",685,"138",5,18,"c","Ahlbach","Limburg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",434886.262151968,5587599.63037694,"detected","",434886.2622,5587599.63,""
"423",686,"138",5,25,"au","Hofen","Oberlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",440148.74246235,5586314.0717133,"detected","",440148.7425,5586314.072,""
"424",687,"138",6,8,"al","Odersbach","Oberlahnkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",446501.087166182,5592061.79306533,"detected","",446501.0872,5592061.793,""
"425",688,"138",6,15,"al","Edelsberg","Oberlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",451386.906623305,5590168.51232476,"detected","",451386.9066,5590168.512,""
"426",689,"138",6,18,"cu","Falkenbach","Oberlahnkreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",446509.039617516,5587246.62322121,"detected","",446509.0396,5587246.623,""
"427",690,"138",6,19,"cr","Weinbach","Oberlahnkreis","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",449801.277979565,5587647.96992878,"detected","",449801.278,5587647.97,""
"1250",691,"138",6,22,"du","Seelbach","Oberlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name","prev. not unique",445150.2368,5584980.911,"found"
"970",692,"138",9,6,"co","Simmern","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",405963.132577634,5582875.05290322,"detected","",405963.1326,5582875.053,""
"966",693,"138",9,7,"cu","Neuhäusel","Unterwesterwaldkreis","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",408549.725725341,5582373.66535993,"detected","",408549.7257,5582373.665,""
"917",694,"138",9,10,"co","Oberelbert","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",415761.406135741,5582910.00491769,"detected","",415761.4061,5582910.005,""
"967",695,"138",9,12,"ab","Eitelborn","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",408931.157967407,5581399.46894132,"detected","",408931.158,5581399.469,""
"943",696,"138",9,19,"cu","Zimmerschied","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",413464.611857815,5578542.92244856,"detected","",413464.6119,5578542.922,""
"902",697,"138",10,1,"al","Holler","Unterwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",417107.13329011,5585302.10265841,"detected","",417107.1333,5585302.103,""
"792",698,"138",10,3,"d","Eppenrod","Unterlahnkreis","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",424004.049722322,5584086.2410219,"detected","",424004.0497,5584086.241,""
"877",699,"138",10,6,"b","Stahlhofen","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",418849.164651592,5583050.75954628,"detected","",418849.1647,5583050.76,""
"1251",700,"138",10,13,"ab","Hirschberg","Unterlahnkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",423829.4648,5581341.829,"found"
"918",701,"138",10,16,"au","Hübingen","Unterwesterwaldkreis","Hessen-Nassau",NA,"j","j",NA,NA,"detected","","",417859.357061724,5579284.75854915,"detected","",417859.3571,5579284.759,""
"848",702,"138",10,24,"b","Balduinstein","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",426974.799736592,5577371.76680203,"detected","",426974.7997,5577371.767,""
"428",703,"138",11,2,"al","Elz","Limburg","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",431475.738152143,5584762.51156537,"detected","",431475.7382,5584762.512,""
"1057",704,"138",11,6,"cl","Aull ","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Aull","Rhein-Lahn",999,999,"not detected","",999,999,""
"739",705,"138",11,11,"d","Freiendiez","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",432237.132799398,5580404.47551198,"detected","",432237.1328,5580404.476,""
"429",706,"138",11,13,"cd","Linter","Limburg","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",435268.54367666,5579955.04900637,"detected","",435268.5437,5579955.049,""
"1252",707,"138",11,17,"c","Holzheim","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name","prev. not unique",432290.1756,5578435.434,"found"
"430",708,"138",12,9,"co","Langhecke","Oberlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",448831.073967954,5582063.86128548,"detected","",448831.074,5582063.861,""
"431",709,"138",12,12,"dl","Weyer","Oberlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",444838.452546993,5579613.08712367,"detected","",444838.4525,5579613.087,""
"432",710,"138",12,16,"d","Oberbrechen","Limburg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",442761.414435593,5578289.59961624,"detected","",442761.4144,5578289.6,""
"959",711,"138",15,3,"bl","Dausenau","Unterlahnkreis","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",411861.901907373,5575877.91371176,"detected","",411861.9019,5575877.914,""
"971",712,"138",15,6,"a","Frücht","St. Goarshausen","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",405851.645534822,5574201.7968519,"detected","",405851.6455,5574201.797,""
"1267",713,"138",15,8,"c","Sulzbach","Unterlahnkreis","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",999,999,"not an unique name","prev. not unique",411151.9005,5573020.374,"found"
"944",714,"138",15,9,"c","Dienethal","Unterlahnkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",413013.666537201,5573178.57086469,"detected","",413013.6665,5573178.571,""
"960",715,"138",15,12,"ab","Becheln","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",408726.338279607,5571982.75779289,"detected","",408726.3383,5571982.758,""
"945",716,"138",15,18,"ao","Schweighausen","Unterlahnkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",411076.600022208,5570652.7226646,"detected","",411076.6,5570652.723,""
"903",717,"138",16,2,"bo","Laurenburg","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",422719.8224716,5575964.17542774,"detected","",422719.8225,5575964.175,""
"887",718,"138",16,4,"co","Steinsberg","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",424850.744582201,5575132.80586693,"detected","",424850.7446,5575132.806,""
"1253",719,"138",16,7,"ac","Seelbach","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name","prev. not unique",999,999,"not found (prabably â€œSeelbach (Nassau)â€)"
"834",720,"138",16,10,"c","Schönborn","Unterlahnkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",428575.800934771,5572601.35272338,"detected","",428575.8009,5572601.353,""
"878",721,"138",16,13,"cr","Kördorf","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",423153.454947222,5571009.01042651,"detected","",423153.4549,5571009.01,""
"904",722,"138",16,16,"ac","Singhofen","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",417093.17237419,5569865.78736727,"detected","",417093.1724,5569865.787,""
"1058",723,"138",16,18,"b","Herold ","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Herold","Rhein-Lahn",999,999,"not detected","",999,999,""
"1059",724,"138",16,19,"bd","Klingelbach","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Klingelbach","Rhein-Lahn",999,999,"not detected","",999,999,""
"862",725,"138",16,21,"dr","Lollschied","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",419462.248513978,5567705.1732202,"detected","",419462.2485,5567705.173,""
"793",726,"138",17,2,"cr","Lohrheim","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",432310.032711056,5574420.62939464,"detected","",432310.0327,5574420.629,""
"433",727,"138",17,5,"ao","Neesbach","Limburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",439678.560162918,5575599.35312501,"detected","",439678.5602,5575599.353,""
"740",728,"138",17,8,"dr","Kaltenholzhausen","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",436109.975061237,5572460.74578386,"detected","",436109.9751,5572460.746,""
"434",729,"138",17,20,"cu","Ketternschwalbach","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",439610.434884152,5568360.84809125,"detected","",439610.4349,5568360.848,""
"435",730,"138",18,9,"ab","Schwickershausen","Limburg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",450010.628616128,5573712.59901091,"detected","",450010.6286,5573712.599,""
"436",731,"138",18,11,"bo","Ohren","Limburg","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",442062.177059667,5572247.8132772,"detected","",442062.1771,5572247.813,""
"437",732,"138",18,19,"cl","Walsdorf","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",448596.222265334,5568833.36979637,"detected","",448596.2223,5568833.37,""
"1060",733,"138",21,3,"b","Niederbachheim ","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"not detected","Niederbachheim","Rhein-Lahn",999,999,"not detected","",999,999,""
"863",734,"138",21,10,"ab","Miehlen","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",416589.185302294,5564546.59943502,"detected","",416589.1853,5564546.599,""
"946",735,"138",21,11,"b","Dahlheim","St. Goarshausen","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",406793.514360823,5562929.8268065,"detected","",406793.5144,5562929.827,""
"905",736,"138",21,13,"b","Himmighofen","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",411932.7012283,5562964.59645508,"detected","",411932.7012,5562964.596,""
"1061",737,"138",21,21,"do","Wellmich ","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,"not detected","Wellmich","Sankt Goarshausen",999,999,"not detected","",999,999,""
"1254",738,"138",22,2,"ad","Obertiefenbach","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",420760.4279,5566306.638,"found (Sankt Goarshausen liegt im ehemaligen Landkreis Unterlahn (wie bei Wenker)"
"438",739,"138",22,15,"ar","Laufenselden","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",428294.567377663,5562841.20134233,"detected","",428294.5674,5562841.201,""
"819",740,"138",22,21,"cu","Lautert","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",417027.67377661,5557889.30306638,"detected","",417027.6738,5557889.303,""
"439",741,"138",22,22,"br","Niedermeilingen","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",421589.174425088,5559143.59759157,"detected","",421589.1744,5559143.598,""
"440",742,"138",23,3,"br","Daisbach","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",436339.382712294,5566642.04943617,"detected","",436339.3827,5566642.049,""
"441",743,"138",23,9,"ar","Hennethal","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",437232.574627102,5564385.1355439,"detected","",437232.5746,5564385.136,""
"442",744,"138",23,18,"b","Breithardt","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",435569.194820887,5560746.47176839,"detected","",435569.1948,5560746.472,""
"443",745,"138",23,21,"cu","Kemel","Untertaunuskreis","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",429772.149397433,5557461.4255115,"detected","",429772.1494,5557461.426,""
"444",746,"138",23,25,"c","Wingsbach","Untertaunuskreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",439215.718436088,5557512.13145594,"detected","",439215.7184,5557512.131,""
"445",747,"138",24,11,"au","Niederlibbach","Untertaunuskreis","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",440860.099307719,5562152.89905398,"detected","",440860.0993,5562152.899,""
"446",748,"138",24,19,"dl","Oberseelbach","Untertaunuskreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",449835.589355935,5559681.09210162,"detected","",449835.5894,5559681.092,""
"1190",749,"138",24,22,"co","Neuhof","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",443783.6478,5557873.414,"found"
"1062",750,"138",27,2,"cu","Sankt Goar ","St. Goar","Rheinprovinz","j","j",NA,NA,NA,"not detected","St. Goar","",999,999,"not detected","",999,999,""
"888",751,"138",27,2,"do","Patersberg","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",409573.180012977,5556820.61262049,"detected","",409573.18,5556820.613,""
"849",752,"138",27,5,"ao","Niederwallmenach","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",415130.565330242,5557630.03493077,"detected","",415130.5653,5557630.035,""
"906",753,"138",27,7,"al","Biebernheim","St. Goar","Rheinprovinz","j","j","j","j",NA,"detected","","",407527.769545323,5555888.13047701,"detected","",407527.7695,5555888.13,""
