ID,Quadrant,Teilquadrant,Ortsnummer,Ortsbuchstaben,Ortsname,Kreis,Land,I,II,III,IV,comment,RES_1st_run,Ortsname_old,Stadt.oder.Gemeinde.oder.Landkreis,x,y,res,prev,x_new,y_new,cor,cor.Lvl.4,final_check
478,125,31,13,c,Burgsolms,Wetzlar,Hessen-Nassau,j,j,j,j,NA,detected,,,457929.2593,5598763.629,detected,,457929.2593,5598763.629,,,999
311,124,35,15,cl,Waldernbach,Oberlahnkreis,Hessen-Nassau,NA,j,j,j,NA,detected,,,439312.2523,5598789.841,detected,,439312.2523,5598789.841,,,999
645,126,31,15,ad,Hainzell,Fulda,Hessen-Nassau,j,j,NA,NA,NA,detected,,,534927.3023,5598800.29,detected,,534927.3023,5598800.29,,,999
309,124,35,11,c,Berzhahn,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,not detected,Berzhahn,Westerwald,99999,99999,not detected,NANA,429437.06,5598886.43,f,,999
300,124,33,12,d,Kr<fc>mmel,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,409480.9223,5598896.204,detected,,409480.9223,5598896.204,,,999
310,124,35,12,c,Langendernbach,Limburg,Hessen-Nassau,j,j,j,j,NA,detected,,,432226.4227,5598909.754,detected,,432226.4227,5598909.754,,,999
502,125,34,15,ac,Laubach,Schotten,Hessen,NA,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,499128.4521,5598940.118,found,,999
511,125,36,14,b,Lanzenhain,Lauterbach,Hessen,j,j,j,j,NA,detected,,,521717.8649,5598973.777,detected,,521717.8649,5598973.777,,,999
315,124,36,15,c,Stockhausen,Wetzlar,Hessen-Nassau,j,j,j,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,452044.6354,5599247.692,found,,999
501,125,34,14,ao,Wetterfeld,Schotten,Hessen,j,j,j,j,NA,detected,,,496960.5262,5599485.78,detected,,496960.5262,5599485.78,,,999
660,126,35,11,au,Thaiden,Fulda,Hessen-Nassau,j,j,j,j,NA,detected,,,571903.5449,5599576.274,detected,,571903.5449,5599576.274,,,999
650,126,32,6,cu,Kleinl<fc>der,Fulda,Hessen-Nassau,NA,NA,NA,j,NA,detected,,,536594.1142,5599601.142,detected,,536594.1142,5599601.142,,,999
299,124,33,11,ad,Br<fc>ckrachdorf,Neuwied,Rheinprovinz,j,j,j,NA,NA,detected,,,406645.3705,5599690.981,detected,,406645.3705,5599690.981,,,999
488,125,33,9,cu,Steinbach,Gie<df>en,Hessen,j,NA,NA,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,484399.8808,5599874.993,found,,999
498,125,34,8,c,M<fc>nster,Gie<df>en,Hessen,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,494289.9206,5599899.425,found,,999
314,124,36,12,ao,Dillhausen,Oberlahnkreis,Hessen-Nassau,NA,NA,NA,j,NA,detected,,,444519.5289,5599966.705,detected,,444519.5289,5599966.705,,,999
304,124,34,13,ao,Kaden,Oberwesterwaldkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,,423072.2152,5600081.129,detected,,423072.2152,5600081.129,,,999
313,124,36,9,d,Bissenberg,Wetzlar,Hessen-Nassau,j,j,j,j,NA,detected,,,450805.9056,5600148.762,detected,,450805.9056,5600148.762,,,999
489,125,33,9,dl,Albach,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,485407.3641,5600405.841,detected,,485407.3641,5600405.841,,,999
482,125,32,10,au,Kleinlinden,Gie<df>en,Hessen,j,j,j,j,NA,not detected,Klein Linden,,475087.4412,5600689.26,detected,,475087.4412,5600689.26,,,999
497,125,34,7,bu,Ettingshausen,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,493256.8301,5600868.049,detected,,493256.8301,5600868.049,,,999
653,126,33,7,a,Petersberg,Fulda,Hessen-Nassau,j,j,j,j,NA,detected,,,550467.816,5601050.469,detected,,550467.816,5601050.469,,,999
506,125,35,8,b,Altenhain,Schotten,Hessen,j,j,j,NA,NA,multiple entires detected,,,999,999,multiple entires detected,,507260.03,5601067.63,corrupted,found,999
643,126,31,6,a,Herbstein,Lauterbach,Hessen,NA,j,j,j,NA,detected,,,524676.4028,5601199.654,detected,,524676.4028,5601199.654,,,999
644,126,31,9,ao,Stockhausen,Lauterbach,Hessen,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,531560.3062,5601325.451,found,,999
298,124,33,8,a,R<fc>ckeroth,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,411041.8603,5601494.401,detected,,411041.8603,5601494.401,,,999
657,126,34,16,c,D<f6>rmbach,Fulda,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,565288.1811,5601580.701,detected,,565288.1811,5601580.701,,,999
651,126,32,10,bl,Horas,Fulda,Hessen-Nassau,j,j,j,j,NA,detected,,,546608.6692,5601682.038,detected,,546608.6692,5601682.038,,,999
303,124,34,6,a,W<f6>lferlingen,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,418661.4516,5601715.698,detected,,418661.4516,5601715.698,,,999
308,124,35,10,ao,Mengerskirchen,Oberlahnkreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,440104.4517,5601761.114,detected,,440104.4517,5601761.114,,,999
642,126,31,3,c,Schadges,Lauterbach,Hessen,j,j,j,j,NA,detected,,,529559.5636,5601925.406,detected,,529559.5636,5601925.406,,,999
496,125,34,4,d,Lauter,Gie<df>en,Hessen,j,j,NA,j,NA,detected,,,497606.4029,5601987.341,detected,,497606.4029,5601987.341,,,999
510,125,36,4,cl,Eichelhain,Lauterbach,Hessen,j,NA,NA,NA,NA,detected,,,519694.1744,5601990.354,detected,,519694.1744,5601990.354,,,999
307,124,35,3,d,Mittelhofen,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,,436622.9621,5602636.028,detected,,436622.9621,5602636.028,,,999
495,125,34,2,bl,Harbach,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,492083.7739,5602693.294,detected,,492083.7739,5602693.294,,,999
659,126,35,1,cl,Hilders,Fulda,Hessen-Nassau,j,j,NA,j,NA,detected,,,570925.9431,5602699.181,detected,,570925.9431,5602699.181,,,999
509,125,36,1,b,Ulrichstein,Schotten,Hessen,j,NA,NA,NA,NA,detected,,,513630.2925,5602727.255,detected,,513630.2925,5602727.255,,,999
486,125,33,3,a,Annerod,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,482574.6192,5602782.954,detected,,482574.6192,5602782.954,,,999
480,125,32,3,ar,Atzbach,Wetzlar,Hessen-Nassau,j,j,j,j,NA,detected,,,470622.9549,5602902.929,detected,,470622.9549,5602902.929,,,999
487,125,33,5,ao,Burkhardsfelden,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,487163.2042,5602914.289,detected,,487163.2042,5602914.289,,,999
641,126,31,2,a,Rixfeld,Lauterbach,Hessen,NA,j,j,j,NA,detected,,,527308.9635,5603002.965,detected,,527308.9635,5603002.965,,,999
297,124,33,4,d,Steinen,Unterwesterwaldkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,,415751.5595,5603151.798,detected,,415751.5595,5603151.798,,,999
505,125,35,1,ao,Weickartshain,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,501408.893,5603310.213,detected,,501408.893,5603310.213,,,999
306,124,34,23,ad,Herschbach,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,410789.3269,5603311.608,detected,,410789.3269,5603311.608,,,999
446,125,27,24,du,Oppenrod,Gie<df>en,Hessen,j,j,j,NA,NA,detected,,,486060.3131,5603539.801,detected,,486060.3131,5603539.801,,,999
467,125,29,22,cu,Lardenbach,Schotten,Hessen,j,j,j,j,NA,detected,,,503369.8227,5603611.334,detected,,503369.8227,5603611.334,,,999
625,126,28,21,c,Hofbieber,Fulda,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,559332.2921,5603967.752,detected,,559332.2921,5603967.752,,,999
432,125,26,22,cr,Waldgirmes,Wetzlar,Hessen-Nassau,j,j,j,j,NA,detected,,,468201.2854,5604062.385,detected,,468201.2854,5604062.385,,,999
636,126,29,24,du,Reichenhausen,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,580048.8225,5604064.817,detected,,580048.8225,5604064.817,,,999
477,125,30,25,co,Hopfmannsfeld,Lauterbach,Hessen,j,j,j,j,NA,detected,,,522192.0633,5604135.303,detected,,522192.0633,5604135.303,,,999
468,125,29,25,co,Ober-Seibertenrod,Schotten,Hessen,j,NA,NA,NA,NA,not detected,Ober Seibertenrod,,511375.484,5604178.557,detected,,511375.484,5604178.557,,,999
619,126,26,22,c,Gro<df>enl<fc>der,Fulda,Hessen-Nassau,NA,NA,j,j,NA,not detected,Gro<df>enl<fc>der,Fulda,99999,99999,not detected,NANA,538292.06,5604323.33,f,,999
456,125,28,21,bl,Lindenstruth,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,489722.4556,5604554.36,detected,,489722.4556,5604554.36,,,999
284,124,28,24,b,Halbs,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,426588.5611,5604757.428,detected,,426588.5611,5604757.428,,,999
457,125,28,22,a,Saasen,Gie<df>en,Hessen,j,j,NA,NA,NA,detected,,,491464.0898,5604795.871,detected,,491464.0898,5604795.871,,,999
296,124,30,24,a,Holzhausen,Wetzlar,Hessen-Nassau,NA,NA,j,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,449237.3406,5604989.944,found,,999
635,126,29,21,bu,Simmershausen,Fulda,Hessen-Nassau,NA,j,NA,NA,NA,multiple entires detected,,,999,999,multiple entires detected,,572955.0221,5604995.735,found,,999
283,124,28,22,b,Bellingen,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,,422542.688,5605015.766,detected,,422542.688,5605015.766,,,999
458,125,28,23,ar,G<f6>belnrod,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,494472.5116,5605103.189,detected,,494472.5116,5605103.189,,,999
626,126,28,25,al,Neuschwambach,Fulda,Hessen-Nassau,NA,j,j,j,NA,detected,,,569412.4601,5605214.596,detected,,569412.4601,5605214.596,,,999
444,125,27,18,cu,R<f6>dgen,Gie<df>en,Hessen,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,482364.0136,5605430.145,found,,999
640,126,30,24,b,Stepfershausen,Meiningen,Th<fc>ringen,j,j,j,j,NA,detected,,,592147.0186,5605497.825,detected,,592147.0186,5605497.825,,,999
428,125,25,17,cd,Ehringshausen,Wetzlar,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,999,999,not an unique name,prev. not unique,456335.5331,5605671.144,found,,999
442,125,27,17,c,Wieseck,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,479429.1387,5605974.578,detected,,479429.1387,5605974.578,,,999
445,125,27,19,co,Gro<df>en-Buseck,Gie<df>en,Hessen,j,j,j,j,NA,not detected,Gro<df>en-Buseck,Buseck,99999,99999,not detected,NANA,484812.08,5605975.92,f,,999
466,125,29,20,cl,Unter-Seibertenrod,Schotten,Hessen,j,j,j,j,NA,not detected,Unter Seibertenrod,,510401.8877,5606100.236,detected,,510401.8877,5606100.236,,,999
427,125,25,16,dl,Daubhausen,Wetzlar,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,454081.9134,5606135.196,detected,,454081.9134,5606135.196,,,999
475,125,30,17,bd,Helpershain,Schotten,Hessen,j,j,j,NA,NA,detected,,,516090.9763,5606147.96,detected,,516090.9763,5606147.96,,,999
476,125,30,19,do,Dirlammen,Lauterbach,Hessen,j,j,j,j,NA,detected,,,521348.3953,5606188.96,detected,,521348.3953,5606188.96,,,999
638,126,30,4,ao,Schwarzbach,Meiningen,Th<fc>ringen,j,j,j,j,NA,detected,,,563706.9767,5606376.663,detected,,563706.9767,5606376.663,,,999
615,126,25,20,al,Landenhausen,Lauterbach,Hessen,j,NA,NA,NA,NA,detected,,,533787.1587,5606387.765,detected,,533787.1587,5606387.765,,,999
443,125,27,18,au,Trohe,Gie<df>en,Hessen,j,j,j,j,NA,not detected,Trohe,Buseck,99999,99999,not detected,NANA,482585.77,5606465.47,f,,999
290,124,29,17,bd,Rennerod,Oberwesterwaldkreis,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,433924.3589,5606550.537,detected,,433924.3589,5606550.537,,,999
455,125,28,20,a,Lehnheim,Alsfeld,Hessen,j,NA,NA,NA,NA,detected,,,499129.7153,5606557.021,detected,,499129.7153,5606557.021,,,999
464,125,29,16,bu,Flensungen,Alsfeld,Hessen,j,j,j,j,NA,detected,,,501867.9282,5606557.281,detected,,501867.9282,5606557.281,,,999
639,126,30,17,d,Oberkatz,Meiningen,Th<fc>ringen,j,NA,NA,NA,NA,detected,,,586613.8684,5606593.651,detected,,586613.8684,5606593.651,,,999
634,126,29,20,co,Kaltensundheim,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,581949.4994,5606596.563,detected,,581949.4994,5606596.563,,,999
277,124,27,16,c,Ro<df>bach,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,not detected,Ro<df>bach,Westerwald,99999,99999,not detected,NANA,406700.3,5606754.84,f,,999
633,126,29,19,do,Mittelsdorf,Eisenach,Th<fc>ringen,j,NA,NA,NA,NA,detected,,,580064.0528,5606778.761,detected,,580064.0528,5606778.761,,,999
473,125,30,11,cu,Stumpertenrod,Schotten,Hessen,j,j,j,NA,NA,detected,,,512876.4242,5606961.942,detected,,512876.4242,5606961.942,,,999
631,126,29,17,b,Unterweid,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,575092.2528,5607027.754,detected,,575092.2528,5607027.754,,,999
282,124,28,16,b,Lochum,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,,419331.1957,5607032.707,detected,,419331.1957,5607032.707,,,999
632,126,29,19,ac,Kaltenwestheim,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,579019.395,5607063.207,detected,,579019.395,5607063.207,,,999
278,124,27,19,b,Steinebach an der Wied,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,not detected,Steinebach,,415284.249,5607107.635,detected,,415284.249,5607107.635,,,999
452,125,28,11,cd,Bersrod,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,489536.7123,5607245.685,detected,,489536.7123,5607245.685,,,999
454,125,28,14,d,Stangenrod,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,497594.6511,5607246.918,detected,,497594.6511,5607246.918,,,999
465,125,29,19,ao,Ober-Ohmen,Alsfeld,Hessen,j,j,j,j,NA,not detected,Ober Ohmen,,508305.5096,5607264.063,detected,,508305.5096,5607264.063,,,999
453,125,28,13,d,Beltershain,Gie<df>en,Hessen,j,j,NA,NA,NA,detected,,,495670.5649,5607481.666,detected,,495670.5649,5607481.666,,,999
621,126,27,12,cd,Marbach,Fulda,Hessen-Nassau,NA,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,551232.038,5607663.428,found,,999
613,126,25,12,d,Blitzenrod,Lauterbach,Hessen,j,j,j,j,NA,not detected,Blitzenrod,Lauterbach,99999,99999,not detected,NANA,527885.22,5607823.5,f,,999
440,125,27,13,cr,Alten-Buseck,Gie<df>en,Hessen,j,j,j,j,NA,not detected,Alten Buseck,,482315.5719,5607854.411,detected,,482315.5719,5607854.411,,,999
462,125,29,11,bu,Merlau,Alsfeld,Hessen,j,j,j,j,NA,detected,,,501916.8834,5608125.169,detected,,501916.8834,5608125.169,,,999
430,125,26,13,ac,Bieber,Wetzlar,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,470602.6857,5608129.398,found,,999
617,126,26,11,al,Bad Salzschlirf,Fulda,Hessen-Nassau,j,j,j,j,NA,detected,,,535912.1727,5608136.615,detected,,535912.1727,5608136.615,,,999
289,124,29,15,ad,Madem<fc>hlen,Dillkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,440758.9208,5608281.595,detected,,440758.9208,5608281.595,,,999
281,124,28,14,d,Sch<f6>nberg,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,427168.7035,5608297.079,found,,999
294,124,30,12,ac,Seilhofen,Dillkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,,444007.307,5608401.586,detected,,444007.307,5608401.586,,,999
441,125,27,15,ar,Beuern,Gie<df>en,Hessen,j,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,487466.7091,5608440.032,found,,999
474,125,30,15,ao,Allmenrod,Lauterbach,Hessen,j,j,j,j,NA,detected,,,523241.5919,5608509.93,detected,,523241.5919,5608509.93,,,999
426,125,25,14,au,Bechlingen,Wetzlar,Hessen-Nassau,j,j,j,j,NA,detected,,,460949.8608,5608514.894,detected,,460949.8608,5608514.894,,,999
614,126,25,14,a,Angersbach,Lauterbach,Hessen,j,j,j,j,NA,detected,,,531481.7078,5608519.579,detected,,531481.7078,5608519.579,,,999
463,125,29,12,bo,Wettsaasen,Alsfeld,Hessen,j,NA,NA,NA,NA,detected,,,504476.8546,5608816.15,detected,,504476.8546,5608816.15,,,999
288,124,29,12,al,Neustadt,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,not detected,Neustadt,Westerwald,99999,99999,not detected,NANA,432252.86,5608904.11,f,,999
280,124,28,12,b,B<fc>dingen,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,999,999,not an unique name,prev. not unique,421722.9418,5608909.403,found,,999
431,125,26,14,d,Krofdorf,Wetzlar,Hessen-Nassau,j,j,j,j,NA,detected,,,475650.7012,5609104.311,detected,,475650.7012,5609104.311,,,999
612,126,25,7,d,Lauterbach,Lauterbach,Hessen,NA,j,NA,NA,NA,not detected,Lauterbach,Vogelsbergkreis,99999,99999,not detected,NANA,528006.58,5609135.96,f,,999
295,124,30,15,a,Edingen,Wetzlar,Hessen-Nassau,j,NA,j,j,NA,detected,,,452035.9447,5609144.897,detected,,452035.9447,5609144.897,,,999
451,125,28,9,cu,Lumda,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,496188.2135,5609171.453,detected,,496188.2135,5609171.453,,,999
618,126,26,13,ao,Hartershausen,Lauterbach,Hessen,j,j,j,j,NA,detected,,,541279.7689,5609221.432,detected,,541279.7689,5609221.432,,,999
630,126,29,11,ab,Wendershausen,Fulda,Hessen-Nassau,NA,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,571912.7556,5609240.841,found,,999
438,125,27,6,c,Wi<df>mar,Wetzlar,Hessen-Nassau,NA,j,j,j,NA,not detected,Wi<df>mar,Wettenberg,99999,99999,not detected,NANA,477041.38,5609393.83,f,,999
611,126,25,6,co,Sickendorf,Lauterbach,Hessen,j,j,NA,j,NA,not detected,Sickendorf,Lauterbach,99999,99999,not detected,NANA,524400.49,5609531.11,f,,999
276,124,27,13,ao,H<f6>chstenbach,Oberwesterwaldkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,,411087.798,5609635.131,detected,,411087.798,5609635.131,,,999
620,126,27,10,c,Silges,H<fc>nfeld,Hessen-Nassau,NA,j,NA,NA,NA,detected,,,557456.9861,5609696.321,detected,,557456.9861,5609696.321,,,999
293,124,30,7,ac,Heiligenborn,Dillkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,,444713.2416,5610273.494,detected,,444713.2416,5610273.494,,,999
275,124,27,10,cd,Gehlert,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,417188.9515,5610302.59,detected,,417188.9515,5610302.59,,,999
610,126,25,6,b,Heblos,Lauterbach,Hessen,j,NA,NA,NA,NA,detected,,,525495.6661,5610421.911,detected,,525495.6661,5610421.911,,,999
450,125,28,7,bo,Geilshausen,Gie<df>en,Hessen,j,NA,NA,NA,NA,detected,,,492625.7931,5610487.381,detected,,492625.7931,5610487.381,,,999
461,125,29,6,bo,Nieder-Ohmen,Alsfeld,Hessen,j,j,j,j,NA,not detected,Nieder Ohmen,,502248.2916,5610549.391,detected,,502248.2916,5610549.391,,,999
439,125,27,7,al,Lollar,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,479044.5545,5610668.66,detected,,479044.5545,5610668.66,,,999
287,124,29,8,a,Waigandshain,Oberwesterwaldkreis,Hessen-Nassau,NA,NA,NA,j,NA,detected,,,435130.036,5610761.502,detected,,435130.036,5610761.502,,,999
623,126,28,6,bo,Mittelaschenbach,H<fc>nfeld,Hessen-Nassau,NA,NA,NA,j,NA,not detected,Mittelaschenbach,N<fc>sttal,99999,99999,not detected,NANA,560684.47,5610837.71,f,,999
624,126,28,8,b,Ketten,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,565710.1991,5610860.944,detected,,565710.1991,5610860.944,,,999
436,125,27,3,cu,Daubringen,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,481456.6374,5611004.281,detected,,481456.6374,5611004.281,,,999
429,125,26,1,cr,Hohensolms,Wetzlar,Hessen-Nassau,NA,NA,j,j,NA,detected,,,465882.1683,5611026.971,detected,,465882.1683,5611026.971,,,999
274,124,27,6,al,Lautzert,Neuwied,Rheinprovinz,j,j,NA,NA,NA,not detected,Lautzert,Oberdreis,99999,99999,not detected,NANA,405566.78,5611070.86,f,,999
469,125,30,1,du,Windhausen,Alsfeld,Hessen,j,NA,NA,NA,NA,detected,,,514110.2955,5611168.379,detected,,514110.2955,5611168.379,,,999
425,125,25,2,du,Dreisbach,Wetzlar,Hessen-Nassau,j,j,j,j,NA,detected,,,457116.6648,5611180.363,detected,,457116.6648,5611180.363,,,999
460,125,29,4,dr,Ermenrod,Alsfeld,Hessen,j,j,j,j,NA,detected,,,509797.9705,5611191.896,detected,,509797.9705,5611191.896,,,999
291,124,30,3,d,Hirschberg,Dillkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,,999,999,not an unique name,prev. not unique,448421.3147,5611258.773,found,,999
629,126,29,9,a,Klings,Eisenach,Th<fc>ringen,j,j,j,j,NA,not detected,Klings,Kaltennordheim,99999,99999,not detected,NANA,578761.53,5611414.22,f,,999
471,125,30,3,do,Storndorf,Alsfeld,Hessen,j,j,j,j,NA,detected,,,518456.5691,5611559.966,detected,,518456.5691,5611559.966,,,999
605,126,24,6,bo,Bernshausen,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,537951.8429,5611709.439,detected,,537951.8429,5611709.439,,,999
279,124,28,4,cu,Bad Marienberg,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,not detected,Bad Marienberg,Westerwald,99999,99999,not detected,NANA,425505.19,5611761.79,f,,999
447,125,28,1,au,Allertshausen,Gie<df>en,Hessen,j,j,NA,NA,NA,detected,,,999,999,not an unique name,prev. not unique,489248.9149,5611794.233,found,,999
292,124,30,4,ad,Merkenbach,Dillkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,450392.2894,5611840.244,detected,,450392.2894,5611840.244,,,999
437,125,27,5,au,Climbach,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,487156.9057,5611899.024,detected,,487156.9057,5611899.024,,,999
435,125,27,3,au,Mainzlar,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,481686.5173,5612048.736,detected,,481686.5173,5612048.736,,,999
609,126,25,2,bl,Maar,Lauterbach,Hessen,j,NA,NA,NA,NA,detected,,,527374.8983,5612066.029,detected,,527374.8983,5612066.029,,,999
434,125,27,2,b,Staufenberg,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,481001.0323,5612084.538,detected,,481001.0323,5612084.538,,,999
285,124,29,3,c,Nister-M<f6>hrendorf,Oberwesterwaldkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,,434680.4639,5612134.991,detected,,434680.4639,5612134.991,,,999
448,125,28,2,bl,Odenhausen,Gie<df>en,Hessen,j,j,NA,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,492295.9318,5612144.696,found,,999
616,126,26,5,ar,Michelsrombach,H<fc>nfeld,Hessen-Nassau,NA,j,NA,NA,NA,detected,,,546932.6993,5612160.322,detected,,546932.6993,5612160.322,,,999
433,125,27,2,a,Ruttershausen,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,479538.4225,5612212.368,detected,,479538.4225,5612212.368,,,999
286,124,29,5,au,Heisterberg,Dillkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,,440274.0609,5612290.621,detected,,440274.0609,5612290.621,,,999
622,126,28,4,bu,Neuswarts,Fulda,Hessen-Nassau,NA,j,NA,j,NA,detected,,,568574.6821,5612432.399,detected,,568574.6821,5612432.399,,,999
472,125,30,5,ao,Wallenrod,Lauterbach,Hessen,j,j,j,j,NA,detected,,,523118.0724,5612456.941,detected,,523118.0724,5612456.941,,,999
637,126,30,3,al,Friedelshausen,Meiningen,Th<fc>ringen,j,j,j,j,NA,detected,,,587456.4025,5612513.553,detected,,587456.4025,5612513.553,,,999
470,125,30,3,bo,Vadenrod,Alsfeld,Hessen,j,j,j,j,NA,detected,,,519407.3075,5612519.71,detected,,519407.3075,5612519.71,,,999
449,125,28,4,ao,Weitershain,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,497441.6998,5612751.238,detected,,497441.6998,5612751.238,,,999
459,125,29,3,ao,Elpenrod,Alsfeld,Hessen,j,j,j,j,NA,detected,,,505787.8912,5612831.651,detected,,505787.8912,5612831.651,,,999
418,125,23,23,d,Hainbach,Alsfeld,Hessen,j,j,j,j,NA,detected,,,507010.188,5613055.54,detected,,507010.188,5613055.54,,,999
412,125,22,22,cl,Kesselbach,Gie<df>en,Hessen,j,j,j,j,NA,detected,,,491060.5975,5613058.48,detected,,491060.5975,5613058.48,,,999
406,125,21,22,ab,Odenhausen,Wetzlar,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,479063.2324,5613570.873,found,,999
602,126,23,22,cl,Theobaldshof,Fulda,Hessen-Nassau,NA,j,j,j,NA,detected,,,573351.4824,5613587.055,detected,,573351.4824,5613587.055,,,999
592,126,20,22,do,Schlitz,Lauterbach,Hessen,j,j,j,j,NA,detected,,,539775.1597,5613635.657,detected,,539775.1597,5613635.657,,,999
593,126,20,24,au,Fraurombach,Lauterbach,Hessen,j,j,NA,NA,NA,detected,,,543497.4966,5613843.197,detected,,543497.4966,5613843.197,,,999
603,126,23,24,co,Zella,Eisenach,Th<fc>ringen,NA,NA,j,j,NA,detected,,,517934.2736,5635944.394,detected,,578312.84,5613953.47,false detected,found,999
407,125,21,25,a,Allendorf,Gie<df>en,Hessen,j,j,j,j,NA,not detected,Allendorf,Lumda,99999,99999,not detected,NANA,487490.75,5614008.4,f,,999
586,126,19,24,bo,Willofs,Lauterbach,Hessen,j,NA,NA,NA,NA,detected,,,533573.0706,5614392.847,detected,,533573.0706,5614392.847,,,999
598,126,22,21,bo,Haselstein,H<fc>nfeld,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,560357.3613,5614544.3,detected,,560357.3613,5614544.3,,,999
591,126,20,18,cu,Hutzdorf,Lauterbach,Hessen,j,j,j,j,NA,detected,,,541597.4917,5614628.415,detected,,541597.4917,5614628.415,,,999
266,124,23,24,br,Rabenscheid,Dillkreis,Hessen-Nassau,NA,j,j,j,NA,detected,,,439835.8238,5614753.374,detected,,439835.8238,5614753.374,,,999
395,125,19,16,du,Ballersbach,Dillkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,,455295.9243,5614876.445,detected,,455295.9243,5614876.445,,,999
271,124,24,18,c,Amdorf,Dillkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,447673.3085,5614936.014,detected,,447673.3085,5614936.014,,,999
